stamp_sec,stamp_nsec,stamp_ns,name,x,y,z,theta,qx,qy,qz,qw
1783946552,971006878,1783946552971006878,Pololu10,-1.013818383,-1.014490724,0.05086743459,-0.1191114448,-0.01399867982,0.003141449299,0.05948184058,-0.998126328
1783946552,978968390,1783946552978968390,Pololu10,-1.013852358,-1.014485717,0.05084373057,-0.1193193276,-0.01405547559,0.004035876598,0.05957243964,-0.9981169701
1783946552,988846558,1783946552988846558,Pololu10,-1.013847828,-1.014486313,0.05084679648,-0.1194777374,-0.0140137393,0.004256927874,0.05964840949,-0.9981120825
1783946552,999273481,1783946552999273481,Pololu10,-1.013764739,-1.01450038,0.05091771111,-0.1183544294,-0.01379603334,0.001635043416,0.0591256693,-0.9981539249
1783946553,9207108,1783946553009207108,Pololu10,-1.013757348,-1.014505029,0.05093144998,-0.1180030453,-0.01353807561,0.001181692001,0.05895667523,-0.9981681108
1783946553,18965409,1783946553018965409,Pololu10,-1.013813376,-1.014498949,0.0508761555,-0.1190771545,-0.01400867291,0.003102109767,0.05946527049,-0.9981272817
1783946553,29281109,1783946553029281109,Pololu10,-1.013783455,-1.014498711,0.050894849,-0.1182552372,-0.01358437538,0.002414821647,0.05906555057,-0.9981587529
1783946553,39055941,1783946553039055941,Pololu10,-1.013838887,-1.014488816,0.05085291341,-0.1194591869,-0.01392567903,0.003717865795,0.059647277,-0.9981154799
1783946553,49216086,1783946553049216086,Pololu10,-1.013847351,-1.014485836,0.05083711445,-0.1198188522,-0.01409301069,0.004285663366,0.0598179847,-0.998100698
1783946553,58856835,1783946553058856835,Pololu10,-1.013824701,-1.014492631,0.0508479476,-0.1199743361,-0.01418402605,0.004032849334,0.05989902839,-0.998095572
1783946553,69473386,1783946553069473386,Pololu10,-1.013826609,-1.014488578,0.05085440353,-0.1201150306,-0.01415147912,0.003780085361,0.05997307971,-0.9980925918
1783946553,79342683,1783946553079342683,Pololu10,-1.013835549,-1.014489532,0.05084303394,-0.1198606523,-0.01391080488,0.004052436911,0.05984286219,-0.9981027246
1783946553,89101661,1783946553089101661,Pololu10,-1.013847947,-1.014493942,0.05083462223,-0.1203140768,-0.01424029749,0.004033907782,0.06006841734,-0.9980845451
1783946553,99310725,1783946553099310725,Pololu10,-1.013776898,-1.014502048,0.05090600252,-0.1185660855,-0.01359321456,0.001734912163,0.05923011154,-0.9981503487
1783946553,109638234,1783946553109638234,Pololu10,-1.013829947,-1.014492035,0.05085546896,-0.1197187018,-0.01389605179,0.003720656503,0.0597768575,-0.9981081486
1783946553,119357826,1783946553119357826,Pololu10,-1.013829589,-1.014488697,0.05084247887,-0.1201544173,-0.01418996509,0.003691516351,0.05999393761,-0.998091042
1783946553,129523381,1783946553129523381,Pololu10,-1.013825178,-1.01448977,0.05084893852,-0.1199672524,-0.01424927637,0.003807805479,0.05989862233,-0.998095572
1783946553,138849260,1783946553138849260,Pololu10,-1.013843298,-1.014489532,0.05083094165,-0.1200138639,-0.01405505557,0.003893462243,0.05992120504,-0.9980966449
