stamp_sec,stamp_nsec,stamp_ns,name,x,y,z,theta,qx,qy,qz,qw
1783948695,793868215,1783948695793868215,Pololu10,-1.016370177,-0.9759324789,0.05138616264,-0.1509214866,0.007619437762,-0.001536303665,-0.07537950575,0.9971246123
1783948695,803142888,1783948695803142888,Pololu10,-1.016376734,-0.9759255052,0.05139386654,-0.1509618231,0.007600489538,-0.001749688527,-0.07539795339,0.9971230626
1783948695,812886757,1783948695812886757,Pololu10,-1.016382933,-0.9759035707,0.05138479173,-0.1518756257,0.007783011999,-0.00252315239,-0.07584703714,0.9970859885
1783948695,823196444,1783948695823196444,Pololu10,-1.016354084,-0.9759217501,0.05136578903,-0.1511058033,0.007998406887,-0.002627169481,-0.07546193898,0.9971131086
1783948695,833159260,1783948695833159260,Pololu10,-1.016368628,-0.9759356976,0.05138913915,-0.1505413641,0.00743017951,-0.00135325687,-0.07519155741,0.9971405268
1783948695,843092967,1783948695843092967,Pololu10,-1.016349912,-0.9759303927,0.05140598118,-0.1510637685,0.007646011654,-0.001018227194,-0.0754544735,0.9971194267
1783948695,853173302,1783948695853173302,Pololu10,-1.016375661,-0.9759275913,0.05138662457,-0.1511692388,0.007732585073,-0.00181050715,-0.0755007267,0.9971141815
1783948695,864109768,1783948695864109768,Pololu10,-1.016378999,-0.9759264588,0.05138969794,-0.1508144533,0.007365230937,-0.001849912223,-0.07532398403,0.9971302152
1783948695,873620283,1783948695873620283,Pololu10,-1.016363502,-0.9759296775,0.05138641223,-0.1512017646,0.007629274391,-0.002060465515,-0.07551508397,0.9971133471
1783948695,883550750,1783948695883550750,Pololu10,-1.016343236,-0.9759290218,0.05139243603,-0.1511827337,0.007687744219,-0.001723537454,-0.07550820708,0.9971140623
1783948695,892961807,1783948695892961807,Pololu10,-1.016339779,-0.9759369493,0.05140346661,-0.1513164485,0.007859981619,-0.001735497615,-0.07557458431,0.9971076846
1783948695,903158483,1783948695903158483,Pololu10,-1.016304374,-0.975928247,0.05146653578,-0.1523598079,0.008689336479,-0.0002101759746,-0.07610727847,0.9970617294
1783948695,913712573,1783948695913712573,Pololu10,-1.016330481,-0.9758894444,0.05143303052,-0.1532193127,0.008501041681,-0.0010742757,-0.07652834058,0.9970306158
1783948695,923723558,1783948695923723558,Pololu10,-1.016360998,-0.9758908153,0.05139317364,-0.1529841649,0.008110422641,-0.002143054269,-0.07640234381,0.9970417619
1783948695,933719819,1783948695933719819,Pololu10,-1.016346335,-0.9759297967,0.05140285194,-0.1514381592,0.00789800752,-0.001439459622,-0.07563763857,0.9971030354
1783948695,943949884,1783948695943949884,Pololu10,-1.016316414,-0.9759173989,0.05136814713,-0.1515638786,0.008070113137,-0.002350672381,-0.07569253445,0.9970958233
1783948695,953327005,1783948695953327005,Pololu10,-1.016310096,-0.9758879542,0.05145227537,-0.1535696812,0.008690169081,-0.0005497954553,-0.07670752704,0.997015655
1783948695,963221224,1783948695963221224,Pololu10,-1.016354561,-0.9759304523,0.05138932168,-0.1518260843,0.007997994311,-0.00200454006,-0.07582628727,0.9970870018
1783948695,973285494,1783948695973285494,Pololu10,-1.016340256,-0.9759094715,0.05140598118,-0.1535735477,0.00806480553,-0.003400210524,-0.07668545842,0.9970169067
1783948695,983308853,1783948695983308853,Pololu10,-1.016312003,-0.9758994579,0.05139375106,-0.1550734243,0.008151984774,-0.004203998949,-0.07742577791,0.9969559908
1783948695,993036442,1783948695993036442,Pololu10,-1.016162395,-0.9758818746,0.05146177486,-0.1592440598,0.009553998709,-0.002591931727,-0.07951633632,0.9967844486
1783948696,3401414,1783948696003401414,Pololu10,-1.016002297,-0.9759300351,0.05145512894,-0.1603803112,0.01005026791,-0.002374516334,-0.08008407056,0.9967346787
1783948696,13849014,1783948696013849014,Pololu10,-1.015917182,-0.9759099483,0.0514668785,-0.1626271234,0.01005678065,-0.001431520679,-0.08121362329,0.9966450334
1783948696,23286608,1783948696023286608,Pololu10,-1.015869617,-0.9759262204,0.05144336447,-0.163949474,0.009742097929,-0.001768348506,-0.08186946809,0.9965938926
1783948696,34202798,1783948696034202798,Pololu10,-1.015825152,-0.9759139419,0.05143456161,-0.1652693054,0.009444932453,-0.001897264505,-0.08252620697,0.9965423942
1783948696,43076428,1783948696043076428,Pololu10,-1.015674353,-0.9759587646,0.05143447593,-0.1649122774,0.009943850338,-0.0007571587921,-0.08235927671,0.996552825
1783948696,53852142,1783948696053852142,Pololu10,-1.01564908,-0.9759623408,0.05146340281,-0.1648105085,0.009400833398,-0.0004649222246,-0.08231128007,0.9965623021
1783948696,63481065,1783948696063481065,Pololu10,-1.015609145,-0.9759913087,0.05140618235,-0.1627674228,0.009942742065,-0.001085477183,-0.08128710836,0.996640563
1783948696,73076829,1783948696073076829,Pololu10,-1.015611529,-0.9759985209,0.05139688402,-0.1614231972,0.009967606515,-0.001216449309,-0.08061584085,0.996694684
1783948696,82917674,1783948696082917674,Pololu10,-1.01561892,-0.975990355,0.05139977485,-0.1615522084,0.009961452335,-0.001583513105,-0.08067642152,0.9966893196
1783948696,93290431,1783948696093290431,Pololu10,-1.015629292,-0.9759889245,0.05140731484,-0.1616155386,0.009906510822,-0.001427582698,-0.08070959896,0.9966874719
1783948696,103169379,1783948696103169379,Pololu10,-1.015642524,-0.9759827852,0.05140444264,-0.1617383726,0.009894454852,-0.001675849431,-0.08076832443,0.9966823459
1783948696,113045529,1783948696113045529,Pololu10,-1.01560235,-0.9759916663,0.05143479258,-0.1619221301,0.009754973464,-0.0006736374344,-0.080869928,0.9966766834
1783948696,123223090,1783948696123223090,Pololu10,-1.015633583,-0.9759931564,0.05139881,-0.1620312314,0.009672155604,-0.002112990012,-0.08091010898,0.9966722727
1783948696,133325471,1783948696133325471,Pololu10,-1.015591741,-0.9759990573,0.05140898377,-0.1628781861,0.009788554162,-0.001947499812,-0.0813337341,0.9966369867
1783948696,143407217,1783948696143407217,Pololu10,-1.015513778,-0.976000011,0.05138855428,-0.1649810095,0.01014632266,-0.002124583814,-0.08237941563,0.9965471625
1783948696,153577201,1783948696153577201,Pololu10,-1.015400887,-0.9760263562,0.05133235082,-0.1658986016,0.009348976426,-0.002984274412,-0.08282925934,0.9965153933
1783948696,163267748,1783948696163267748,Pololu10,-1.01535511,-0.9760154486,0.05132617056,-0.1686612913,0.009135852568,-0.002741919132,-0.08420863748,0.9964025021
1783948696,173491169,1783948696173491169,Pololu10,-1.015288115,-0.9760247469,0.05129741877,-0.1719209012,0.008974829689,-0.003822470782,-0.08582248539,0.9962626696
1783948696,183209028,1783948696183209028,Pololu10,-1.015112519,-0.9760430455,0.05127842724,-0.1756229776,0.009037249722,-0.00399437733,-0.0876647085,0.9961010814
1783948696,193369043,1783948696193369043,Pololu10,-1.014865875,-0.9760628939,0.05126240477,-0.1796378131,0.008849783801,-0.003636159468,-0.08966833353,0.9959257841
1783948696,203480669,1783948696203480669,Pololu10,-1.014571548,-0.9760930538,0.05129030347,-0.1844733916,0.009375100955,-0.003903300967,-0.09207203239,0.9957005382
1783948696,213737888,1783948696213737888,Pololu10,-1.014252901,-0.9761574268,0.05127835646,-0.1849976612,0.009390092455,-0.004734958522,-0.09232437611,0.9956734776
1783948696,223410573,1783948696223410573,Pololu10,-1.013872623,-0.9762222171,0.05126376823,-0.1820735156,0.008462702855,-0.006072414573,-0.09085892886,0.9958093166
1783948696,233554978,1783948696233554978,Pololu10,-1.013291001,-0.9763197303,0.05131834,-0.178420511,0.007848447189,-0.004329040647,-0.08905887604,0.9959860444
1783948696,243596712,1783948696243596712,Pololu10,-1.012637973,-0.9764474034,0.0513831228,-0.1771743588,0.008160188794,-0.003237223718,-0.0884469673,0.9960422516
1783948696,253673217,1783948696253673217,Pololu10,-1.012089133,-0.9765337706,0.05139178783,-0.1768737273,0.007844442502,-0.004331168253,-0.08828851581,0.9960546494
1783948696,263892410,1783948696263892410,Pololu10,-1.011552453,-0.9765959382,0.05136661604,-0.1765993005,0.007774283178,-0.00647741789,-0.08813267201,0.9960573316
1783948696,273389874,1783948696273389874,Pololu10,-1.010949016,-0.9767232537,0.05131204054,-0.1756687786,0.00841064658,-0.006735227536,-0.08766304702,0.9960919023
1783948696,283421644,1783948696283421644,Pololu10,-1.010137796,-0.9768818617,0.05136190355,-0.1769399405,0.009204537608,-0.005493220873,-0.08830472827,0.9960358739
1783948696,293320429,1783948696293320429,Pololu10,-1.009497762,-0.9769638181,0.05131124333,-0.1747769618,0.008727170527,-0.006072955206,-0.08722376823,0.9961320162
1783948696,303439887,1783948696303439887,Pololu10,-1.008947372,-0.9770693779,0.05127615109,-0.1742459055,0.008883086964,-0.007344415411,-0.08694513887,0.9961464405
1783948696,314030881,1783948696314030881,Pololu10,-1.008086562,-0.9772083163,0.05138287693,-0.1748573473,0.008550027385,-0.004377789795,-0.08728125691,0.9961374402
1783948696,323136043,1783948696323136043,Pololu10,-1.007332087,-0.9773046374,0.05134798959,-0.1760988285,0.007893630303,-0.005206959322,-0.0878945142,0.9960849285
1783948696,333170403,1783948696333170403,Pololu10,-1.006578207,-0.9774408937,0.05135351792,-0.1786752762,0.008230114356,-0.004588498734,-0.08918199688,0.9959708452
1783948696,343828821,1783948696343828821,Pololu10,-1.005578518,-0.9776102901,0.0514918156,-0.1739332307,0.004482062999,-0.007104689721,-0.08682010323,0.996188581
